TEAM NAMES,Series Number,Filename,Name,Description,Gender,attributes,UUID,HASH
,162,bola-the-funky,bola the funky,Bola is a funky fellow but she has another personality no one knows.,Female,hair: purple shuku; eyes: none; teeth: none; clothing: adire top; expression: neutral; accessories: eye glasses; strength: caring; weakness: snake,ac721b71-cbc5-425c-851f-ee826973f0b9,5f376251ee5e4a265a44519cc36af77c15a375d084816ae60d337edf84372436
,163,bimpe-the-runzgirl,bimpe the runzgirl,Be careful with Bimpe because she cac be sensitive.,Female,hair: purple dreadlock; eyes: none; teeth: none; clothing: one arm ankara; expression: mischievious; accessories: eye glasses; strength: humanitarian; weakness: opposite sex,eaa7662f-6926-468a-9add-e791916ae42b,ba77f952134f995f421fa560b5985f4c807d03e1e4df494593c65a68573cf1b2
,164,sola-the-queen,sola the queen,Sola is a princess as she's got the mind of a queen.,Female,hair: brown long hair; eyes: none; teeth: none; clothing: blouse top; expression: cool; accessories: eye glasses; strength: Strong character; weakness: beauty,d5f23ad3-832a-4d3e-814e-e23f466d18a4,4a274a15826f2095b85e6e8927de4cddf9fdfd496c359faccc69f6ffe0523318
,165,temi-afro-girl,temi afro girl,Temi is know for her funny haircut and this time afro is up.,Female,hair: orange full hair; eyes: none; teeth: none; clothing: ankara; expression: cool; accessories: eye glasses; strength: loving; weakness: sheepish,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,3d02c48a77d07d9a10d9c1eda5b1202f894ddae19dd63839b639443211b240a8
,166,jonny-the-bravo,jonny the bravo,Jonny is friendly to all and everybody sees him as kind agile Jonny.,Male,hair: orange pink; eyes: closed; teeth: candy in mouth; clothing: igbo attire; expression: relaxed; accessories: candy in mouth; strength: helping people; weakness: hastly rash,2b345988-b4b0-453b-ad39-efe1321bc8f1,9f1794f60422a5fa5fc1fc80e7d2d47d7a708bebdc8864f79fc8be7e8bfb3608
,167,tunde-the-bigman,tunde the bigman,Tunde is the big man on the street and flamboyant life style is his identity.,Male,hair: none; eyes: closed; teeth: white with one tooth missing; clothing: agbada; expression: resting; accessories: head wear; strength: money; weakness: monkey,56db423e-8b09-453e-b5fc-61f4da9d7a6f,971aa7f9b6a8fe06004a11acb72f94f67c95c2424b6f3a3a14541461b9a3e860
,168,joe-the-plain,joe the plain,Plain and simple and no one in town is more gentle that broda Joe.,Male,hair: none; eyes: watery blue eye; teeth: tongue out; clothing: agbada; expression: happy; accessories: face cap; strength: handling situation; weakness: overthinking,7a3083bd-5aa2-48b5-a30b-4445cc060f57,3fe8a60a64f76242efc3eac7e70aa6800476032c689581e62221d132369f335a
,169,wale-sharp-guy,wale sharp guy,Wale no de carry last because he thinks and act fast.,Male,hair: none; eyes: closed; teeth: white with a tooth missing; clothing: agbada; expression: fearful; accessories: blue head scaf; strength: smart; weakness: too forward,44906ea0-901b-4b3d-802f-f73acc8758f6,079061cd73a3d7f786b9fa81f4ce917e7da52abb65dcf47d00102d098d09ebd3
,170,dele-the-snoozer,dele the snoozer,If sleeping were to be a job then Dele will be the world busiest man.,Male,hair: low cut; eyes: closed; teeth: gapped teeth; clothing: agbada; expression: snoozing; accessories: none; strength: loving; weakness: sleep,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,f60c3e79fa505c6f9b259604bbd6c3891e7498a0490e6f506145a59c4b634f9a
,171,father -of -tolu,father of tolu,Baba Tolu is a proud father. He will sell his soul just to see Tolu excel in life.,Male,hair: none; eyes: black iris; teeth: long front tooth; clothing: ankara; expression: fearfully; accessories: head cap; strength: fatherly; weakness: women,a2651258-ca3f-4940-b095-3a61ff630263,ef3a21caa8fe86b0b5ce09c46c0c7981bcbad8121a93d9c2960309348fd6de3f
,172,emeka-the-chief,emeka the chief,Chief Emeka is the pillar of the community. Just and fair to all. The real mazi.,Male,hair: none; eyes: black iris; teeth: full white teeth; clothing: wrapper wrapped around body; expression: smiling; accessories: head cap; strength: leadership; weakness: anger,de25fd63-dafd-4f77-8072-7ac0ae3a3ab2,a96ddf990a1e8c12980ae1d086286830cb312e53ee8ff4825fcdde1700140415
,173,lawal-the-drooler,lawal the drooler,Lawal has only one business which is just to sleep and sleep it's only normal for him to drool anytime.,Male,hair: none; eyes: teary grey iris; teeth: gapped teeth; clothing: agbada; expression: sleepy; accessories: head wear; strength: rich; weakness: alcoholism,806b640f-1c8b-4cc0-aa10-45f3ddc00140,04ce44ffab8238183aa9db82802108b824ccf91350e404e7cc593669ae6c2faa
,174,solo-the-messenger,solo the messenger,"Solo is a multitasker if you need anything done in your home, Solo is your guy.",Male,hair: none; eyes: black eye; teeth: stained tooth; clothing: simple top; expression: relax; accessories: cap; strength: multitasking; weakness: women,44906ea0-901b-4b3d-802f-f73acc8758f6,b1422652fd857f8ec46ec8606f0197c1daba94da7f2224af8b9e6a3cf9bf0527
,175,femi-the-honorable,femi the honorable,Honorable Femi is the modern day politician but everything he does is only to further his political career.,Male,hair: none; eyes: blue iris; skin color: brown; teeth: one missing tooth; clothing: aso oke; expression: happy; accessories: abetiaja cap; strength: public speaking; weakness: money,af53bf52-b517-4347-adc6-07cf30c19025,abfc9ad7c0cf2126ed6902989f7f7bc835e10838c01e908cec08213538879c3e
,176,friday-the-bigsboy,friday the bigsboy,Friday always live up to his name. Every Friday is for the party.,Male,hair: orange afro; eyes: black iris; skin color: brown; teeth: none; clothing: aso oke; expression: unconcerned; accessories: cigrette in mouth; strength: money in pocket; weakness: sense of responsibility,05ec3aae-7da8-4125-93fb-6fc544e5bc61,7894a7343dc2848fe3177df31d626c0627441771a73db53f13eae92242f6093e
,177,kweku-the-planter,kweku the planter,Kweku says he did it but he dey plant until he was bursted.,Male,hair: none; eyes: closed; teeth: none; clothing: aso oke; expression: smiling; accessories: head wear; strength: industrious; weakness: criminally minded,af53bf52-b517-4347-adc6-07cf30c19025,a36f48e559df5166c41369dcaea9b8b646361314e1ca781aee4b36d035339b99
,178,2pac-the-remix,2pac the remix,2pac is alive in him because his style is exactly the same.,Male,hair: none; eyes: blue iris; teeth: gapped teeth; clothing: Igbo clothing; expression: surprised; accessories: face cap; strength: hardworking; weakness:fear,9993e5ec-2f31-485c-9c6d-f780c078ae56,cd332985cb909ece8003151a6096a087390ae86c027593c4c3f9c33040e966b7
,179,tope-the-influencer,tope the influencer,Tope is a famous influencer and she is loved by his followers which keep growing everyday.,Female,hair: none; eyes: black iris; teeth: none; clothing: agbada; expression: tired; accessories: tied head scaf; strength: Influencing people; weakness: talk too much,3b3e1f66-922b-4f87-8cdb-0d09fc143182,252747660dbbb4e15b05d028f42f57471fb140fe29a1641fae67451c21dc39ba
,180,gabby-the-evangelist,gabby the evangelist,Evangelist Gabby is blending gospel with comedy.,Male,hair: pink hair; eyes: black iris; teeth: none; clothing: agbada; expression: happily surprised; accessories: none; strength: make people happy; weakness:misleading,ac721b71-cbc5-425c-851f-ee826973f0b9,b67ea6a7e32c4a0395445c2eabb0a19aa02f8adf6363461274bc99a9a6cd144e
TEAM CRANKSHAFT,181,beauty-of-town,beauty of town,She is the most beautiful in the neighbourhood,Female,hair:pitch; eyes: blue  teeth: none  clothing: top accessories: bow-tie  expression: strengths: powerful; weakness: sentimental,7241a1be-59da-11ed-9b6a-0242ac120002,55f72999cfdd5e3b8b5e57579faa69749041b7d3092c1b9bc12896e06230382d
,182,lola-babe,lola babe,Looking hot as always,Female,hair:brown; eyes: blue  teeth: none  clothing: aso-oke  accessories: none  expression: happy;strengths: calculative; weakness: misleading,7241a664-59da-11ed-9b6a-0242ac120002,867d7156fc00dab35cea218105914498c7dee54f9328ad6597a471cb92c9036b
,183,cardy_h-sharp-babe,cardy h sharp babe,Cardy is the sharpest amongst her friends,Female,hair: two brown bun; eyes: blue  teeth: none  clothing: yoruba-clothing(aso-oke)  accessories: none  expression: strengths: free spirit;lack of fear;confidence: weakness;:misleading;influencing people,7241a7c2-59da-11ed-9b6a-0242ac120002,b8fffda460932f1516643489f3dcc186bef304f3bea94b63224ec4ce455fc4e1
,184,bella-the-baller,bella the baller,Baller for Life,Female,hair: brown; eyes: blue  teeth: none  clothing: igbo-clothing accessories: none  expression: determined strengths: adaptation; weakness: fluency,7241ad26-59da-11ed-9b6a-0242ac120002,c35b7a398b7b4d759b59488e1e6e23872588d4d15d7ac0c2472ea8e54e03750e
,185,milly-of-roses,milly of roses,Her lips so red like a rose,Female,hair: beige; eyes: blue  teeth: none  clothing: black-top  accessories: none  expression:strengths: cool headed; weakness: pressure,7241af92-59da-11ed-9b6a-0242ac120002,fb82de1191b308a7095ef23e6791d1adc0c3c741609195bcd830978060061edc
,186,preciousjada-the-viper,preciousjada the viper,Her words stings likes a viper,Female,hair: ginger afro; eyes: blue  teeth: white teeth  clothing: aso-oke   expression: strong-willed  strengths: confidence; weakness: endurance,7241b12c-59da-11ed-9b6a-0242ac120002,16fdf6a7f40e9eae3d2ab0f88baead2fa8262ebf4008fd3b16863520e3a00edf
,187,lolly-of-ny,lolly of ny,Most popular in NY,Female,hair: purple braids; eyes: black  teeth: none  clothing: black and blue top  accessories: none expression: calculative strength: strong willed; weakness: relationship,7241b2ee-59da-11ed-9b6a-0242ac120002,426c3b1788adf03821a65951db24cbf4eb363a2c559697552ea1b90bddc980f3
,188,disy-the-dancer,disy the dancer,Dances her way into any show,Female,hair: black hair tied with scalf; eyes: black  teeth: none  clothing: one-arm top  accessories: none  expression: bad girl vibes  strength: cleaniness; weakness: perfectionist,7241b4c4-59da-11ed-9b6a-0242ac120002,28e9193ef4e9d117ac467a9ea0f25e29ae0758ebeb54ba619d953fca7478e933
,189,jenny-the-great,jenny the great,The greatest of our time,Female,hair: black tied with scalf; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: badass weakness: cancer,7241b852-59da-11ed-9b6a-0242ac120002,bac3c7afb1795140d79534436fb65c8a4279c34b76e46b32eeefe1e7bd3b489d
,190,lolly-the-pop,lolly the pop,Seeing lolly makes me pop,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: peaceful weakness: anger,7241ba00-59da-11ed-9b6a-0242ac120002,cc31f33f99ea679575f89a92275d9dc56e6d8d8cd42cf4da8fc919655833e780
,191,disy-the-queen,disy the queen,The queen in her own space,Female,hair: one bun dark brown; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: beauty; weakness: lover girl,7241bda2-59da-11ed-9b6a-0242ac120002,636c1b271400b460766aee3812887802b0aa35ff1b0d1a62723aea4c5384e979
,192,jennyp-of-lagos,jennyp of lagos,A well known celebrity in Lagos,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: super powerful; weakness: sleeping,7241bf1e-59da-11ed-9b6a-0242ac120002,96a2680d5ecffedbc19df3a5ae555461385968b22d58896c17c1acfa0aca51bf
,193,jada-of-life,jada of life,Her business signature,Female,hair: male; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: calm weakness: sun,7241c202-59da-11ed-9b6a-0242ac120002,b0aa82f3fd9548df9bc383ef5ffb058a3fdf1e2a91f3be34475307f2c1669e11
,194,sandy-the-rapper,sandy the rapper,She just loves to rap,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: clean weakness: foodie,7241c342-59da-11ed-9b6a-0242ac120002,739c45c23357eeacb7b625c55681a9f37e1ea0d991199088715a824df6bcb07d
,195,dahila-the-genius,dahila the genius,The genius in the family,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: activist; weakness: irrational,7241c4fa-59da-11ed-9b6a-0242ac120002,d18f8803e9a68d045bbd37850b4c4dd3593a31552d59a14a88a6905349c4bb8e
,196,rosemary-of-yaba,rosemary of yaba,She has a cloth store in Yaba,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: mind games; weakness: insomia,7241c61c-59da-11ed-9b6a-0242ac120002,681486ee9d36ca0c3b4066d4546ddaa24c1f026b42e8475ba2c853fc26ce8b6b
,197,jennifer-of -island,jennifer of island,She goes on vacation to the island,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: strong ; weakness: lateness,7241ca18-59da-11ed-9b6a-0242ac120002,1317470489fb1f356f595fb12f402a0f50e27b8d26d80e8702d8833f775c254f
,198,opeyemi-of-lekki,opeyemi of lekki,Opeyemi lives in lekki,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: conversationist; weakness: traditionalist,7241c8e2-59da-11ed-9b6a-0242ac120002,e72898c7152231844dba84be47101c6e818084724d694e7cb9f24dae6c84690f
,199,vicky-the-artist,vicky the artist,Brings life into what she draws,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: strong willed; weakness: crying,7241cb3a-59da-11ed-9b6a-0242ac120002,7fef30c6f33ce6d33dc7fb4af09e684e0d4048a3944e9fd754b41082e1485e58
,200,afrogirl-sailor,afrogirl sailor,She loves to sail the ocean,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: height;  weakness: pride,7241cc66-59da-11ed-9b6a-0242ac120002,d9cf34fe97ef76c378fbfb77bd94359c839c3c1826caa7b7cd3364bf89109906
TEAM GEAR,201,ahmed-the-merchant,ahmed the merchant,A rich merchant that sells in babylon.,Male,hair: none; eyes: closed; teeth: none; clothing: one-hand; accessories: none; expression: smiling; strength: business; weakness: alcohol;,9996ecb6-4d92-4b51-bc50-d962f68f1ecc,45bd191cf163486a18f3d90b680e7d356702aa95a939526386177e3c5c3dc1f3
,202,blind-tonia,blind tonia,A girl that lost one of her eyes in a street fight.,Female,hair: brown; eyes: one; teeth: none; clothing: blouse; accessories: none; expression: none; strength: smiling; weakness: none;,4a5f4c6d-d0dd-4b71-b095-86ef11910962,fafbbafcd2490f84d3d6e0abe06c809e44a6e01fae6ad035c9f405bb4c5c06ff
,203,buffy-the-vampire,buffy the vampire,A vampire diary protagonist that got bitten by a vampire in real life.,Female,hair: none; eyes: small; teeth: two; clothing: shirt; accessories: none; expression: none; strength: biting; weakness: none;,bd329fd7-dd90-4180-a7a7-03e2d41535cb,15202b699e470f5ca4c6c809fd1709955ce120b6525e333563b0ddeff7d367d5
,204,caro-lipstick,caro lipstick,"A girl that puts on lipstick always, even to bed.",Female,hair: brown; eyes: glasses; teeth: none; clothing: blouse; accessories: none; expression: sazzy; strength: none; weakness: none;,a34d7a7b-d8f6-46fb-9abc-6d6d7293fffb,ac788f44074e70b64871d96f7e6b24806e4e41d2958a3a8df74f7f53ed5b74c6
,205,charity-the-maid,charity the maid,A maid that works for the fun of it.,Female,hair: none; eyes: small; teeth: two; clothing: shirt; accessories: none; expression: none; strength: biting; weakness: none;,22286b60-5f7b-4df3-8cb1-187d02fb83d0,1caf9dd89c7a9abbb625e29fec8a92ba044a81da24460295cce1fdd09d0b078f
,206,charity-with-fakehair,charity with fakehair,A girl with a bald hair but always wears wig to cover her head.,Female,hair: orange; eyes: glasses; teeth: none; clothing: blouse; accessories: normal; expression: none; strength: none; weakness: barbing-saloon;,efc0f7f5-d90b-46cc-be0b-6fcaa23a5422,9e3681e494f823de62a41a9f960698d6abcb61e7bf27e4332a792f04917260b1
,207,daniel-the-hustler,daniel the hustler,A boy that lives in the streets of Lagos hustling everyday to make ends meet.,Male,hair: none; eyes: black; teeth: none; clothing: shirt; accessories: gang; expression: smiling; strength: hustling; weakness: alcohol;,355be0ea-e500-41e1-add4-ce868759bb72,40bc73d6e2f477ef09aeded50788f6fd6116113152da32c3f3eb3b554197550f
,208,grandma-nanny,grandma nanny,A grandmother that does nothing but sleeps all day.,Female,hair: white; eyes: blue; teeth: none; clothing: blouse; accessories: fashion; expression: smiling; strength: design; weakness: none;,ec8fe198-5c45-42a6-a909-4cfbcbbf6519,70740932a3e239cd6d856eaba29d9ac4a12145ad9997561bb16f7902bbd38aa5
,209,granpa-willy,granpa willy,A grandfather that drinks beer and reads newspaper all day.,Male,hair: white; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smiling; strength: reading; weakness: drinking;,facf7001-d028-4e00-bffc-ed1f7c005ecc,99b9125630f81356349bd33ef356ddcd89f67ee1f51d2164e4e23e0b15b3cd23
,210,joshua-gang-leader,joshua gang leader,A boy born to ritualist parents and now runs his own gang.,Male,hair: brown; eyes: black; teeth: gold; clothing: shirt; accessories: ponk; expression: suspicion; strength: none; weakness: none;,cc3c5c06-df96-4a0d-a09f-3359c21191f6,aeed2baee1eb1084b9d5aa3bb89a86201ec08597db330262bf60e756f6475810
,211,karashika-queen,karashika queen,A woman of the underworld that influences rich men into giving up their money.,Female,hair: white; eyes: glasses; teeth: none; clothing: blouse; accessories: fashion; expression: none; strength: design; weakness: boys;,6e697e86-def8-4fb4-96c9-0f43ab9beea6,365e6214320389f549b9e266e49e31a998ccce2da52ffc071744bd8285425dfd
,212,king-of-baldmen,king of baldmek,A man that was born bald and has never seen a hair on his head.,Male,hair: cap; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smirk; strength: deceit; weakness: none;,5142f00b-10b5-47a5-ab8a-8ae71b255b04,214a55f185897db3457567116ccd3a097bad6e3423fa239e45a455b362322be4
,213,musa-masked-mouth,musa masked mouth,Musa uses a tape to cover his mouth to prevent him from talking too much.,Male,hair: cap; eyes: closed; teeth: none; clothing: shirt; accessories: fashion; expression: none; strength: dressing; weakness: none;,9a5e7e95-6552-4a92-ab18-2154678943c2,11ab1438615636ddf87d16240f8d4fcb3235647a4556757ad022e7b7693f1f52
,214,queen-of-smokers,queen of smokers,A chronic smoker looking for a spouse that will join her to die of smoking.,Female,hair: brown; eyes: glasses; teeth: smoke; clothing: blouse; accessories: none; expression: none; strength: none; weakness: smoking;,eb32dfc0-29ee-49db-8833-37a41a6d6d65,27b838b62ac98c6c0314b7aac4ab2596b670b7e9d774233c39ef3c4e2ab42ca8
,215,redlips-man,redlips man,A man that kissed a woman and got his lips burnt.,Male,hair: brown; eyes: blue; teeth: none; clothing: shirt; accessories: none; expression: frown; strength: chewing; weakness: none;,4d649c12-05a5-44a4-b4ef-eb285b291aff,5c2fa7d472cdfd3ee6d5e3668cfd742e8206294768bd72d3c7f2c961e43044bf
,216,sleevless-maid,sleevless maid,A girl that nevers wears long cloths and gets herself thrown out of churches for indecent dressing.,Female,hair: white; eyes: blue; teeth: none; clothing: shirt; accessories: tan; expression: none; strength: seduction; weakness: none;,1cec0f65-2ee4-41a9-a30a-1f7aa9ccd112,5c2d2a573022c0a79ac88447d223432938635fa37f39098e39248bb64b603974
,217,stephen-bluecap,stephen bluecap,Stephen always wears blue cap even to the church.,Male,hair: cap; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smile; strength: kindness; weakness: none;,9b9de982-0f87-47ee-ae95-0b69b48d0cdf,405bfe3083b1a1994b1367afd02cf408348beae819c9411926a71f89d2e95e82
,218,tinubu-gateman,tinubu gateman,Tinubu has been a gateman all his life.,Male,hair: cap; eyes: blue; teeth: tongue; clothing: shirt; accessories: fashion; expression: laugh; strength: laughter; weakness: none;,c587932b-0b8c-4f70-8465-425a1f53df64,8dbdd0e1644884af885aa1a49e3eb820a7b854e8f23db0cd1000bfda67609e2b
,219,vampire-girl,vampire girl,She dresses up as a vampire every haloween.,Female,hair: puff-puff; eyes: blue; teeth: two; clothing: blouse; accessories: none; expression: bite; strength: biting; weakness: none;,3bba4477-d84a-440f-af66-12690ea8b2e4,abfc311f89c500ca95eb7bdf8a4c33771860f6f320932de7a90de6770020adfd
,220,yusuf-the-smoker,yusuf the smoker,A chronic smoker with damaged lungs.,Male,hair: cap; eyes: dark-brown; teeth: smoke; clothing: shirt; accessories: fashion; expression: smile; strength: dressing; weakness: smoking;,2af7b970-e212-4627-b818-13c00c8d3a72,2ad1b38c4c5b8cd5e8f6086593aa9f770562aad3a4e48250a0e376541436a10f
TEAM TAPE,221,lola-hng-newbie,lola hng newbie,A confused hng participant that cannot understand her project.,Female,hair: brown; eyes: white; teeth: white; clothing: ankara; accessories: none; expression: surprised; strength: none; weakness: confused;,0ddbd22c-b3bb-4c72-9f51-0361480bbfa7,5ba68999fbea2de260fb0146ea42118208c1425163bca3c1eac5547f8b552751
,222,nene-caroline,nene caroline,A housewife that loves taking care of her family.,Female,hair: brown; eyes: white; teeth: none; clothing:ankara; accessories: none; expression: calm; strength: loving; weakness: novice;,4ce5bcf3-d4ed-4277-8187-cb1797c1ac7e,0fdbe2f57978051742b137d58e9ce579629e0dfb61ea64e716e54327f89c88d3
,223,wazo-partystopper,wazo partystopper,A Nigerian aunty that loves to attend owambe parties.,Female,hair:black; eyes: white; teeth: none; clothing: aso oke;  accessories: none; expression: proud; strength: energetic; weakness: none;,77237cce-bae0-4d60-adad-27055f0eed39,55216f3220a74f8ef2fde380c4c3a3b2eeac8f6dd5859a4937344ba9911a35d1
,224,melanin-janet,melanin janet,A young lady with a soft personality.,Female,hair: brownish pink; eyes: white; teeth: none; clothing: english-ankara; accessories: none; expression: none; strength: calm; weakness: none;,a5a2854e-a850-4b15-b3c3-176a79b2d34b,47e28685c3e1ca2a3eab81dc163202c4c7935a640e531d82e4b3f678f79280a7
,225,leo-sugarmummy,leo sugarmummy,A middle age wild yankee returnee.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: leopard skin; accessories: none; expression: wild; strength: none; weakness: none;,7ec03993-f500-4a41-aa3c-a73df7a0fbed,761945d421ec1c61eac2bf5fbfa3ade12d182bcd9fabbf7e2031ef65d0205364
,226,novice-joane,novice joane,A princess worried about finding true love.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: worried; strength: diligent; weakness: easily initimidated;,a5d49163-41b1-43fe-ad7f-0c78ef530b1a,e56857b79c7467157089b89a55cebd999e235756e98e503a4a1701401c7e8c33
,227,goofy-simbi,goofy simbi,An eccentric teenager that loves music.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: indifferent; strength: none; weakness: unconventional behaviour;,df7dc588-f99c-4592-84f6-08b40047d9d1,4ac8343b2fc45ecf98c479053b4b982b01d67b1b71b80c0323b2002e914d3314
,228,akwaaba-ghana,akwaaba ghana,A depressed gothic introvert.,Female,hair: purple; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: depressed  strength: none  weakness:weak;,d1e8b38b-994b-487c-890b-9034d3ab7dcb,4a85d5e87f4b64ebb1477ea768c09db2768c8496055e97ed515e62c9d631a245
,229,aunty-toyin,aunty toyin,An oversabi family member.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: carefree; strength: audacious; weakness: none;,1326ef4b-224a-497e-9452-e63a4486e387,1748dfd4c3ebaadcd332d6d9095695d3e66f79020f6ef18048cffafb6c4c60d6
,230,pretty-hauwa,pretty hauwa,A young bride involved in an early marriage.,Female,hair: dark brown; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: self-sufficient; strength: diligent; weakness: uncritical;,7c771f82-a512-403c-91b9-6736318a8796,fb6702ff54b2e4e7acc7c990a60d5f59fd4a4ee354bd8d82508134cbb90579ff
,231,chimamanda-enugu,chimamanda enugu,A young lady born during the war.,Female,hair: brown; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: none; strength: none; weakness: none;,eaad5c98-3f85-4480-9c4e-b73340cfba4f,d01ba8d5eb309e09d1d42b53750e3103275c6c255f4b565d926a6ea980259541
,232,kente-solape,kente solape,A respectful and diligent princess.,Female,hair: black; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: blanch; strength: bold; weakness: none;,613ce65c-4b16-43f8-a0d9-b5ea8c5f2195,81d5bb7ae88651231c4ceb6e08159c5087f18812e712b63f0d7e4829e1676149
,233,vamp-karishika,vamp karishika,Queen of the darkness.,Female,hair: brown; eyes: black; teeth: white; clothing: gele; accessories: none; expression: shocked; strength: tough; weakness: bossy;,c4ee8a54-0874-4a7f-8344-dea8ba41f5dc,8cfe35e2e6a59be6091c10cfc0320ebbb424c3962ecfefb68fc02de6c22ce9ad
,234,genz-monique,genz monique,A sassy lady with her own vibe.,Female,hair: pinkish-brown; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: despiteful; strength: none; weakness: none;,b5328f13-b918-4e76-8d4c-8b4aec5eb5fe,ff98120c60ebf0f572a1acceea4399c9cd950b18c5c5e84406ce1b732f6cdcd2
,235,femi-boltz,femi boltz,A driver hustling his way through life.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none;,03e8d36d-5bdc-4da4-8f64-c1738eb9d1db,5542c1de19be81be0371bfd1806302193d92ecd82c9a4ffc05b4b2f41051ae53
,236,agba-tech,agba tech,A tech bro that loves to party but has bad communication skill.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none;,403f28a0-6aa7-4f80-997f-b0982c169baa,e15173c6aa1409951be707fab3c5433375ee72590cc859dfae07fef23d5d453f
,237,brian-richkid,brian richkid,A trust fund baby that does not know how to manage money.,Male,hair: black; eyes: blue; teeth: none ; clothing: ankara; accessories: none; expression: proud ; strength: smart; weakness: none;,9d945d79-dd2d-4755-b9c7-bff837be8557,c1b71fa6365897d9caf78116b50922cfd95a4d6db53bc1dad69ab1d0ad85b870
,238,nandi-zulu,nandi zulu,A fierce African Queen.,Female,hair: pumpkin; eyes: brown; teeth: none; clothing: animal skin; accessories: none; expression: energetic; strength: smart; weakness: none;,09702bc0-d10c-48d3-a1e9-2aaa4e9f3f39,67a4dc10fed5facc3351e5c79b973ddf70dbf141647dc390207caf5f43de2657
,239,ade-demon,ade demon,A Lekki playboy that makes money from crypto.,Male,hair: none; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none;,0be2d50b-3e57-4e39-a199-b211d2be860c,1b4fe49529e04735f7e7d9a1d7995a71e46871d8e27fff44c3c9fec0b47d105a
,240,karim-rapper,karim rapper,A young and proud Lagos rapper.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none;,169b58f8-b84a-4ab3-a4b6-d1c5b36aa1d3,1352895ce0f817ed7389c95205e7469597daab70ee8cc87d5836ac19c8345ca1
TEAM AXLE,241,bobo-alinco,bobo alinco,Alinco always in the mood for play.,Male,hair: orange; eyes: black; teeth: rabbit front teeth; clothing: white polo and blue pinafore; accessories: none; expression: unamused; strength: good listener; weakness: mostly unserious and plays roughly a lot;,17e90692-26ec-4ac5-8613-d87d00278d37,1a1ca17988960457e9f2993b0b58a527d578f5a08d151af55368327db5de6ed7
,242,chi-lastborn,chi lastborn,"Baby of the house, the lastborn of an average Nigerian family.",Female,hair: black; eyes: blue bold eyes; teeth: none; clothing: animal print gown; accessories: none; expression: teary; strength: truthful; weakness: cannot keep a secret;,187b9001-81a7-421b-aeea-ba64f930f6c3,e8e28692526624bc5d054f2b4a435792ea147797acb93837474f29d7ae69f1e5
,243,uju-robo-robo,uju robo robo,An aso-oke business woman at Balogun market.,Female,hair: black; eyes: black and grey; teeth: missing two front tooth; clothing: grey and mixed color patterned ankara; accessories: ankara beret; expression: astonished; strength: business acumen; weakness: hot tempered;,8b98de66-9a2b-4229-b0d9-297b2906f548,f4b6f3a921e9b5e01ec7fbdc3e07cf6d5a9ff1741af42f195ebabb4c3e080257
,244,yetunde-anifowose,yetunde anifowose,Old money lady who was in UK before UK was UK.,Female,hair: brown; eyes: brown; teeth: none; clothing: blue ankara; accessories: tobacco pipe; expression: serious; strength: wealthy; weakness: condescending;,5646daa8-2619-46a5-ac93-9a49f862729a,bf21b77731fe6a38cb9b4d9dd22f43d830c45ede77f3bdbea3b9e321e8cdf1a1
